000659585.1,1295759.3,0
000661225.1,1324268.3,0
000659085.1,1267359.3,0
000659645.1,1295764.3,0
000659845.1,1295776.3,0
000660325.1,1324222.3,0
000659505.1,1295753.3,0
000661205.1,1324267.3,0
000659525.1,1295756.3,0
000659605.1,1295760.3,0
000660625.1,1324237.3,0
000660605.1,1324236.3,0
000659545.1,1295757.3,0
000661405.1,1324278.3,0
000659625.1,1295763.3,0
000660585.1,1324235.3,0
000661365.1,1324276.3,0
000661775.1,1324297.3,0
000661445.1,1324280.3,0
000660465.1,1324229.3,0
000660925.1,1324253.3,0
000660645.1,1324238.3,0
000659245.1,1295723.3,0
000659705.1,1295767.3,0
000660245.1,1324218.3,0
000659285.1,1295725.3,0
000661025.1,1324258.3,0
000659265.1,1295724.3,0
000661065.1,1324260.3,0
000659205.1,1295720.3,0
000659225.1,1295721.3,0
000660825.1,1324248.3,0
000660525.1,1324232.3,0
000660705.1,1324241.3,0
000660885.1,1324251.3,0
000659905.1,1295790.3,0
000661655.1,1324291.3,0
000659925.1,1295791.3,0
000657835.1,1324246.3,0
000659045.1,1267356.3,0
000659405.1,1295744.3,0
000659025.1,1267355.3,0
000659425.1,1295745.3,0
000660785.1,1324245.3,0
000659445.1,1295746.3,0
000661265.1,1324271.3,0
000660865.1,1324250.3,0
000659465.1,1295747.3,0
000659385.1,1295742.3,0
000660745.1,1324243.3,0
000659805.1,1295774.3,0
000659965.1,1295795.3,0
